iter	Passed	Remaining
1663	431108	346130
1664	431353	345859
1665	431607	345596
1666	431887	345354
1667	432201	345139
1668	432496	344908
1669	432756	344650
1670	432988	344369
1671	433229	344095
1672	433489	343837
1673	433734	343567
1674	433981	343298
1675	434195	343004
1676	434418	342716
1677	434654	342439
1678	434899	342168
1679	435171	341920
1680	435449	341676
1681	435750	341450
1682	436035	341211
1683	436339	340987
1684	436595	340725
1685	436861	340471
1686	437133	340223
1687	437379	339953
1688	437646	339700
1689	437891	339430
1690	438123	339150
1691	438399	338904
1692	438661	338647
1693	438956	338416
1694	439239	338175
1695	439509	337924
1696	439792	337683
1697	440022	337402
1698	440290	337150
1699	440549	336891
1700	440774	336605
1701	441005	336324
1702	441230	336039
1703	441461	335759
1704	441733	335509
1705	441947	335216
1706	442187	334943
1707	442403	334651
1708	442670	334399
1709	442884	334106
1710	443113	333824
1711	443361	333557
1712	443632	333306
1713	443882	333041
1714	444111	332759
1715	444311	332457
1716	444535	332172
1717	444798	331916
1718	445003	331616
1719	445292	331380
1720	445556	331125
1721	445812	330864
1722	446071	330605
1723	446345	330357
1724	446574	330076
1725	446826	329813
1726	447096	329561
1727	447373	329316
1728	447618	329047
1729	447861	328776
1730	448136	328529
1731	448336	328227
1732	448612	327981
1733	448815	327681
1734	449106	327446
1735	449330	327162
1736	449581	326897
1737	449826	326629
1738	450090	326373
1739	450351	326116
1740	450600	325850
1741	450828	325569
1742	451094	325316
1743	451334	325043
1744	451552	324755
1745	451786	324478
1746	452029	324208
1747	452259	323929
1748	452496	323655
1749	452730	323378
1750	452999	323127
1751	453272	322879
1752	453526	322616
1753	453786	322359
1754	454017	322080
1755	454276	321822
1756	454525	321557
1757	454738	321265
1758	454990	321002
1759	455227	320728
1760	455466	320455
1761	455667	320157
1762	455910	319887
1763	456170	319629
1764	456436	319376
1765	456686	319111
1766	456930	318842
1767	457186	318582
1768	457388	318284
1769	457634	318017
1770	457901	317764
1771	458135	317489
1772	458368	317212
1773	458609	316941
1774	458845	316668
1775	459082	316394
1776	459335	316132
1777	459546	315841
1778	459774	315561
1779	460062	315323
1780	460312	315059
1781	460587	314812
1782	460825	314539
1783	461123	314308
1784	461384	314051
1785	461669	313810
1786	461921	313548
1787	462143	313265
1788	462430	313026
1789	462767	312820
1790	463039	312570
1791	463311	312321
1792	463589	312076
1793	463838	311810
1794	464077	311539
1795	464345	311287
1796	464585	311016
1797	464866	310772
1798	465286	310621
1799	465752	310501
1800	466059	310274
1801	466291	309998
1802	466527	309724
1803	466785	309465
1804	467059	309216
1805	467327	308963
1806	467554	308684
1807	467810	308423
1808	468065	308162
1809	468308	307893
1810	468554	307626
1811	468793	307354
1812	469039	307087
1813	469267	306808
1814	469483	306521
1815	469714	306245
1816	469949	305971
1817	470193	305703
1818	470412	305418
1819	470641	305141
1820	470871	304863
1821	471157	304623
1822	471407	304359
1823	471634	304080
1824	471865	303803
1825	472147	303560
1826	472425	303314
1827	472636	303025
1828	472880	302756
1829	473148	302504
1830	473367	302220
1831	473595	301942
1832	473849	301681
1833	474096	301415
1834	474353	301156
1835	474576	300875
1836	474791	300589
1837	475090	300356
1838	475338	300091
1839	475559	299809
1840	475822	299553
1841	476052	299277
1842	476330	299031
1843	476599	298779
1844	476824	298500
1845	477059	298227
1846	477287	297949
1847	477532	297682
1848	477769	297410
1849	478026	297151
1850	478287	296894
1851	478499	296607
1852	478738	296337
1853	478980	296068
1854	479240	295811
1855	479491	295548
1856	479774	295305
1857	480034	295048
1858	480255	294766
1859	480453	294471
1860	480659	294181
1861	480902	293913
1862	481159	293654
1863	481387	293377
1864	481667	293132
1865	481920	292871
1866	482160	292601
1867	482422	292346
1868	482661	292076
1869	482886	291797
1870	483130	291530
1871	483336	291241
1872	483570	290968
1873	483819	290704
1874	484097	290458
1875	484330	290185
1876	484579	289921
1877	484829	289658
1878	485078	289394
1879	485330	289133
1880	485600	288882
1881	485865	288627
1882	486104	288358
1883	486363	288100
1884	486607	287834
1885	486857	287571
1886	487105	287307
1887	487326	287027
1888	487642	286803
1889	487923	286558
1890	488196	286308
1891	488444	286044
1892	488705	285787
1893	488990	285545
1894	489261	285294
1895	489508	285030
1896	489768	284773
1897	490041	284523
1898	490296	284263
1899	490578	284019
1900	490837	283761
1901	491063	283484
1902	491309	283219
1903	491544	282947
1904	491777	282675
1905	491991	282391
1906	492302	282164
1907	492530	281888
1908	492821	281649
1909	493067	281384
1910	493335	281131
1911	493593	280873
1912	493857	280618
1913	494082	280341
1914	494328	280076
1915	494547	279796
1916	494827	279550
1917	495047	279270
1918	495297	279008
1919	495553	278748
1920	495784	278475
1921	496030	278210
1922	496266	277940
1923	496536	277688
1924	496844	277458
1925	497081	277188
1926	497306	276912
1927	497567	276656
1928	497805	276386
1929	498027	276108
1930	498265	275839
1931	498486	275561
1932	498732	275295
1933	499014	275051
1934	499238	274774
1935	499495	274515
1936	499708	274233
1937	499972	273978
1938	500204	273706
1939	500476	273456
1940	500737	273199
1941	500946	272915
1942	501221	272666
1943	501457	272396
1944	501714	272138
1945	501971	271879
1946	502235	271625
1947	502446	271341
1948	502754	271110
1949	503003	270848
1950	503298	270610
1951	503531	270338
1952	503756	270063
1953	503991	269792
1954	504220	269519
1955	504457	269250
1956	504689	268978
1957	504937	268715
1958	505177	268448
1959	505437	268191
1960	505643	267905
1961	505884	267639
1962	506141	267380
1963	506358	267101
1964	506598	266834
1965	506833	266564
1966	507114	266319
1967	507355	266052
1968	507648	265813
1969	507889	265546
1970	508158	265294
1971	508448	265053
1972	508659	264771
1973	508892	264500
1974	509117	264225
1975	509364	263962
1976	509658	263723
1977	509942	263478
1978	510221	263232
1979	510470	262969
1980	510699	262697
1981	510909	262414
1982	511181	262164
1983	511442	261907
1984	511704	261652
1985	511931	261379
1986	512142	261097
1987	512417	260848
1988	512643	260574
1989	512856	260294
1990	513104	260031
1991	513339	259762
1992	513548	259479
1993	513787	259212
1994	514019	258941
1995	514277	258684
1996	514523	258421
1997	514769	258157
1998	515015	257894
1999	515233	257616
2000	515486	257356
2001	515727	257090
2002	515978	256830
2003	516210	256559
2004	516442	256289
2005	516707	256035
2006	516976	255783
2007	517217	255517
2008	517481	255263
2009	517692	254983
2010	517953	254727
2011	518215	254471
2012	518487	254220
2013	518759	253970
2014	519042	253725
2015	519316	253476
2016	519507	253185
2017	519761	252926
2018	520026	252672
2019	520264	252405
2020	520516	252145
2021	520808	251904
2022	521055	251641
2023	521311	251383
2024	521551	251117
2025	521804	250857
2026	522011	250575
2027	522268	250318
2028	522558	250075
2029	522824	249822
2030	523070	249559
2031	523339	249307
2032	523556	249030
2033	523802	248767
2034	524019	248490
2035	524280	248234
2036	524562	247988
2037	524744	247695
2038	524994	247435
2039	525221	247162
2040	525440	246887
2041	525708	246635
2042	525999	246393
2043	526251	246133
2044	526490	245867
2045	526740	245606
2046	526987	245343
2047	527214	245072
2048	527516	244835
2049	527757	244570
2050	528022	244316
2051	528241	244041
2052	528536	243801
2053	528767	243531
2054	529012	243268
2055	529251	243002
2056	529536	242758
2057	529775	242491
2058	530023	242230
2059	530286	241975
2060	530542	241717
2061	530760	241441
2062	530985	241169
2063	531237	240910
2064	531453	240633
2065	531706	240374
2066	531944	240108
2067	532239	239868
2068	532469	239598
2069	532689	239324
2070	532938	239063
2071	533220	238817
2072	533497	238568
2073	533722	238296
2074	533967	238033
2075	534201	237766
2076	534430	237496
2077	534690	237240
2078	534967	236991
2079	535183	236715
2080	535450	236462
2081	535674	236190
2082	535939	235936
2083	536209	235685
2084	536472	235430
2085	536720	235168
2086	536943	234896
2087	537226	234650
2088	537491	234396
2089	537743	234137
2090	538030	233892
2091	538289	233636
2092	538522	233368
2093	538735	233091
2094	538991	232834
2095	539232	232569
2096	539489	232312
2097	539727	232046
2098	540006	231798
2099	540273	231545
2100	540546	231295
2101	540783	231029
2102	540999	230754
2103	541210	230477
2104	541467	230220
2105	541722	229961
2106	541990	229709
2107	542282	229466
2108	542522	229202
2109	542758	228936
2110	543010	228676
2111	543241	228408
2112	543493	228149
2113	543734	227884
2114	543951	227610
2115	544177	227340
2116	544403	227070
2117	544609	226792
2118	544809	226511
2119	545040	226243
2120	545273	225976
2121	545514	225712
2122	545786	225461
2123	546000	225186
2124	546247	224925
2125	546522	224675
2126	546795	224425
2127	547051	224167
2128	547315	223913
2129	547566	223653
2130	547836	223402
2131	548090	223143
2132	548335	222881
2133	548569	222615
2134	548820	222355
2135	549058	222090
2136	549290	221824
2137	549512	221552
2138	549730	221280
2139	549982	221021
2140	550233	220761
2141	550511	220512
2142	550768	220255
2143	551000	219988
2144	551253	219730
2145	551491	219465
2146	551763	219214
2147	551996	218948
2148	552237	218685
2149	552476	218421
2150	552736	218165
2151	552973	217900
2152	553238	217646
2153	553505	217393
2154	553742	217128
2155	553956	216854
2156	554181	216585
2157	554428	216324
2158	554674	216063
2159	554978	215824
2160	555256	215576
2161	555520	215322
2162	555796	215072
2163	556042	214811
2164	556329	214566
2165	556545	214293
2166	556807	214038
2167	557038	213771
2168	557275	213506
2169	557561	213260
2170	557794	212994
2171	558068	212744
2172	558294	212475
2173	558540	212214
2174	558780	211951
2175	559021	211688
2176	559236	211415
2177	559460	211146
2178	559713	210888
2179	559974	210632
2180	560258	210386
2181	560518	210130
2182	560785	209877
2183	561106	209644
2184	561424	209409
2185	561718	209167
2186	561963	208905
2187	562262	208664
2188	562533	208412
2189	562808	208161
2190	563099	207917
2191	563367	207664
2192	563613	207403
2193	563859	207142
2194	564131	206890
2195	564460	206660
2196	564766	206421
2197	565120	206199
2198	565431	205962
2199	565796	205744
2200	566114	205508
2201	566358	205247
2202	566666	205008
2203	566932	204754
2204	567154	204484
2205	567417	204229
2206	567777	204009
2207	568069	203764
2208	568329	203507
2209	568564	203242
2210	568831	202988
2211	569068	202724
2212	569338	202471
2213	569545	202196
2214	569781	201931
2215	569997	201659
2216	570257	201403
2217	570540	201155
2218	570742	200878
2219	571001	200622
2220	571263	200366
2221	571523	200110
2222	571792	199857
2223	572089	199614
2224	572378	199367
2225	572680	199126
2226	572972	198880
2227	573226	198622
2228	573509	198374
2229	573802	198128
2230	574097	197884
2231	574357	197628
2232	574607	197368
2233	574882	197117
2234	575155	196865
2235	575430	196614
2236	575672	196351
2237	575945	196099
2238	576245	195856
2239	576523	195606
2240	577096	195455
2241	577408	195216
2242	577668	194959
2243	577956	194712
2244	578236	194462
2245	578551	194224
2246	578915	194002
2247	579264	193775
2248	579544	193525
2249	579799	193266
2250	580066	193011
2251	580316	192751
2252	580547	192485
2253	580785	192220
2254	581069	191971
2255	581350	191721
2256	581597	191460
2257	581852	191202
2258	582098	190940
2259	582378	190690
2260	582602	190421
2261	582870	190167
2262	583105	189902
2263	583374	189648
2264	583642	189393
2265	583855	189121
2266	584111	188863
2267	584385	188611
2268	584607	188342
2269	584904	188097
2270	585151	187835
2271	585383	187570
2272	585610	187302
2273	585836	187034
2274	586087	186775
2275	586307	186505
2276	586549	186242
2277	586805	185984
2278	587040	185720
2279	587253	185448
2280	587459	185174
2281	587705	184913
2282	587922	184643
2283	588169	184382
2284	588554	184164
2285	588907	183936
2286	589326	183729
2287	589722	183515
2288	590072	183285
2289	590372	183041
2290	590790	182833
2291	591182	182616
2292	591534	182387
2293	591880	182156
2294	592172	181909
2295	592440	181654
2296	592766	181416
2297	593038	181163
2298	593364	180925
2299	593694	180689
2300	594023	180452
2301	594329	180209
2302	594648	179969
2303	594894	179707
2304	595175	179456
2305	595437	179199
2306	595715	178946
2307	595956	178683
2308	596193	178419
2309	596451	178160
2310	596658	177887
2311	596901	177624
2312	597141	177361
2313	597385	177098
2314	597606	176829
2315	597852	176567
2316	598137	176317
2317	598378	176054
2318	598603	175786
2319	598870	175530
2320	599159	175281
2321	599430	175027
2322	599682	174767
2323	599906	174499
2324	600152	174237
2325	600438	173987
2326	600634	173711
2327	600877	173449
2328	601122	173187
2329	601338	172917
2330	601582	172655
2331	601848	172399
2332	602104	172140
2333	602343	171876
2334	602571	171610
2335	602831	171352
2336	603125	171104
2337	603387	170847
2338	603638	170587
2339	603898	170330
2340	604129	170064
2341	604391	169807
2342	604634	169545
2343	604844	169273
2344	605102	169015
2345	605341	168752
2346	605571	168486
2347	605849	168234
2348	606093	167972
2349	606323	167706
2350	606563	167443
2351	606825	167186
2352	607120	166938
2353	607372	166679
2354	607595	166411
2355	607840	166149
2356	608052	165879
2357	608312	165622
2358	608570	165364
2359	608866	165116
2360	609118	164856
2361	609405	164606
2362	609635	164340
2363	609874	164077
2364	610097	163810
2365	610343	163549
2366	610567	163282
2367	610805	163018
2368	611054	162758
2369	611333	162506
2370	611568	162242
2371	611831	161985
2372	612084	161726
2373	612372	161476
2374	612640	161221
2375	612885	160959
2376	613156	160705
2377	613382	160439
2378	613629	160178
2379	613889	159920
2380	614145	159662
2381	614412	159406
2382	614670	159148
2383	614912	158886
2384	615159	158625
2385	615462	158379
2386	615713	158120
2387	615962	157859
2388	616207	157598
2389	616427	157330
2390	616683	157072
2391	616924	156810
2392	617156	156545
2393	617466	156300
2394	617707	156038
2395	617954	155778
2396	618202	155517
2397	618457	155259
2398	618749	155009
2399	619001	154750
2400	619310	154505
2401	619553	154243
2402	619776	153976
2403	620056	153724
2404	620341	153473
2405	620606	153217
2406	620844	152954
2407	621143	152706
2408	621422	152453
2409	621686	152197
2410	621910	151930
2411	622145	151667
2412	622375	151402
2413	622588	151133
2414	622836	150873
2415	623056	150606
2416	623262	150336
2417	623479	150068
2418	623763	149816
2419	624011	149556
2420	624300	149306
2421	624526	149040
2422	624765	148778
2423	624994	148513
2424	625218	148247
2425	625443	147982
2426	625648	147711
2427	625881	147448
2428	626157	147194
2429	626421	146938
2430	626694	146684
2431	626922	146419
2432	627154	146155
2433	627382	145891
2434	627673	145640
2435	627897	145375
2436	628176	145122
2437	628441	144866
2438	628715	144612
2439	628946	144348
2440	629186	144086
2441	629401	143819
2442	629653	143559
2443	629892	143297
2444	630137	143037
2445	630404	142781
2446	630631	142517
2447	630874	142256
2448	631122	141996
2449	631347	141730
2450	631562	141463
2451	631786	141198
2452	632044	140941
2453	632274	140677
2454	632490	140410
2455	632726	140147
2456	632951	139883
2457	633199	139623
2458	633478	139370
2459	633692	139103
2460	633942	138843
2461	634198	138585
2462	634459	138329
2463	634707	138069
2464	634963	137811
2465	635168	137542
2466	635448	137289
2467	635680	137026
2468	635936	136768
2469	636239	136520
2470	636480	136259
2471	636729	136000
2472	636987	135742
2473	637218	135479
2474	637443	135215
2475	637644	134945
2476	637870	134681
2477	638142	134427
2478	638420	134173
2479	638642	133908
2480	638866	133644
2481	639111	133384
2482	639338	133120
2483	639602	132864
2484	639841	132602
2485	640090	132343
2486	640377	132092
2487	640635	131834
2488	640888	131576
2489	641099	131309
2490	641338	131048
2491	641573	130786
2492	641815	130525
2493	642069	130267
2494	642326	130009
2495	642615	129758
2496	642843	129495
2497	643108	129239
2498	643374	128983
2499	643607	128721
2500	643824	128455
2501	644065	128195
2502	644343	127942
2503	644600	127684
2504	644838	127423
2505	645079	127162
2506	645273	126892
2507	645462	126621
2508	645650	126350
2509	645832	126078
2510	646079	125819
2511	646318	125558
2512	646577	125301
2513	646823	125042
2514	647107	124790
2515	647359	124531
2516	647592	124269
2517	647841	124011
2518	648132	123760
2519	648378	123500
2520	648595	123235
2521	648820	122972
2522	649033	122706
2523	649277	122446
2524	649497	122182
2525	649741	121922
2526	649967	121660
2527	650256	121408
2528	650514	121151
2529	650716	120884
2530	650931	120619
2531	651164	120357
2532	651423	120100
2533	651679	119843
2534	651980	119594
2535	652231	119335
2536	652477	119076
2537	652732	118818
2538	652995	118562
2539	653251	118305
2540	653484	118043
2541	653744	117787
2542	653978	117525
2543	654256	117272
2544	654493	117011
2545	654739	116752
2546	654939	116485
2547	655215	116231
2548	655456	115971
2549	655696	115711
2550	655941	115451
2551	656171	115189
2552	656434	114933
2553	656682	114675
2554	656935	114417
2555	657136	114150
2556	657397	113894
2557	657648	113635
2558	657892	113376
2559	658146	113118
2560	658350	112852
2561	658606	112595
2562	658839	112334
2563	659136	112084
2564	659416	111830
2565	659687	111576
2566	659896	111310
2567	660155	111054
2568	660468	110806
2569	660758	110554
2570	661031	110300
2571	661336	110051
2572	661575	109791
2573	661849	109536
2574	662115	109281
2575	662356	109021
2576	662651	108770
2577	662899	108511
2578	663158	108254
2579	663376	107991
2580	663581	107725
2581	663879	107475
2582	664058	107205
2583	664266	106940
2584	664559	106689
2585	664837	106435
2586	665112	106181
2587	665366	105923
2588	665607	105664
2589	665807	105398
2590	666058	105140
2591	666326	104884
2592	666589	104628
2593	666818	104367
2594	667145	104121
2595	667366	103858
2596	667623	103601
2597	667885	103344
2598	668143	103087
2599	668420	102833
2600	668667	102575
2601	668896	102313
2602	669139	102054
2603	669362	101792
2604	669605	101533
2605	669831	101271
2606	670063	101010
2607	670345	100757
2608	670599	100499
2609	670846	100241
2610	671123	99987
2611	671354	99726
2612	671621	99470
2613	671855	99210
2614	672074	98947
2615	672307	98687
2616	672546	98427
2617	672749	98162
2618	672950	97897
2619	673204	97640
2620	673427	97378
2621	673676	97120
2622	673967	96868
2623	674200	96608
2624	674479	96354
2625	674712	96093
2626	674976	95837
2627	675219	95579
2628	675437	95316
2629	675675	95057
2630	675919	94798
2631	676155	94538
2632	676409	94281
2633	676651	94022
2634	676880	93761
2635	677146	93505
2636	677399	93248
2637	677629	92987
2638	677876	92729
2639	678109	92469
2640	678387	92215
2641	678616	91954
2642	678857	91695
2643	679098	91436
2644	679305	91173
2645	679569	90917
2646	679833	90661
2647	680094	90405
2648	680370	90151
2649	680648	89896
2650	680939	89644
2651	681147	89381
2652	681383	89121
2653	681605	88860
2654	681851	88602
2655	682142	88349
2656	682419	88095
2657	682703	87842
2658	682949	87583
2659	683226	87329
2660	683498	87074
2661	683783	86821
2662	684010	86560
2663	684259	86303
2664	684550	86050
2665	684844	85798
2666	685095	85540
2667	685367	85285
2668	685610	85027
2669	685868	84770
2670	686101	84510
2671	686381	84256
2672	686634	83999
2673	686912	83744
2674	687174	83488
2675	687430	83231
2676	687659	82971
2677	687891	82711
2678	688120	82451
2679	688358	82192
2680	688577	81930
2681	688817	81671
2682	689017	81408
2683	689223	81145
2684	689474	80888
2685	689687	80626
2686	689916	80366
2687	690209	80113
2688	690439	79853
2689	690672	79594
2690	690908	79335
2691	691162	79078
2692	691417	78821
2693	691630	78559
2694	691865	78300
2695	692090	78039
2696	692305	77778
2697	692574	77523
2698	692822	77265
2699	693085	77009
2700	693349	76753
2701	693624	76498
2702	693849	76238
2703	694093	75980
2704	694316	75720
2705	694591	75465
2706	694815	75205
2707	695051	74946
2708	695282	74686
2709	695529	74429
2710	695818	74176
2711	696037	73915
2712	696287	73658
2713	696533	73400
2714	696798	73144
2715	697091	72891
2716	697348	72635
2717	697606	72378
2718	697845	72120
2719	698063	71859
2720	698347	71605
2721	698584	71347
2722	698833	71089
2723	699046	70828
2724	699253	70566
2725	699512	70310
2726	699778	70054
2727	700008	69795
2728	700260	69538
2729	700489	69279
2730	700752	69023
2731	700959	68761
2732	701194	68503
2733	701453	68246
2734	701689	67988
2735	701991	67736
2736	702200	67474
2737	702469	67219
2738	702704	66960
2739	702901	66698
2740	703152	66441
2741	703372	66181
2742	703583	65920
2743	703812	65661
2744	704085	65406
2745	704312	65147
2746	704547	64889
2747	704791	64631
2748	705038	64374
2749	705279	64116
2750	705558	63861
2751	705825	63606
2752	706063	63348
2753	706306	63090
2754	706532	62831
2755	706791	62575
2756	707042	62318
2757	707261	62058
2758	707509	61801
2759	707745	61543
2760	708013	61287
2761	708286	61032
2762	708540	60775
2763	708843	60523
2764	709167	60272
2765	709417	60015
2766	709682	59760
2767	709937	59503
2768	710227	59249
2769	710487	58993
2770	710763	58738
2771	711024	58482
2772	711283	58226
2773	711519	57968
2774	711808	57714
2775	712050	57456
2776	712290	57198
2777	712537	56941
2778	712777	56683
2779	713048	56428
2780	713304	56171
2781	713575	55916
2782	713786	55656
2783	713990	55395
2784	714231	55138
2785	714461	54879
2786	714710	54622
2787	714989	54367
2788	715254	54112
2789	715503	53855
2790	715739	53597
2791	715993	53340
2792	716230	53082
2793	716446	52823
2794	716733	52569
2795	716999	52313
2796	717257	52056
2797	717513	51800
2798	717740	51541
2799	717975	51283
2800	718217	51026
2801	718479	50770
2802	718754	50515
2803	719036	50260
2804	719245	50001
2805	719465	49742
2806	719684	49483
2807	719947	49227
2808	720189	48969
2809	720447	48713
2810	720697	48456
2811	720933	48198
2812	721189	47942
2813	721428	47685
2814	721692	47429
2815	721922	47171
2816	722143	46912
2817	722343	46652
2818	722566	46393
2819	722846	46139
2820	723098	45882
2821	723329	45624
2822	723593	45368
2823	723829	45111
2824	724113	44856
2825	724390	44601
2826	724650	44345
2827	724931	44090
2828	725144	43831
2829	725391	43574
2830	725647	43318
2831	725873	43060
2832	726115	42803
2833	726346	42545
2834	726589	42288
2835	726846	42032
2836	727138	41777
2837	727357	41519
2838	727570	41260
2839	727779	41001
2840	728122	40750
2841	728376	40493
2842	728647	40238
2843	728934	39983
2844	729209	39728
2845	729474	39472
2846	729750	39217
2847	730074	38964
2848	730358	38709
2849	730627	38454
2850	730870	38197
2851	731134	37941
2852	731437	37687
2853	731708	37431
2854	731958	37174
2855	732219	36918
2856	732466	36661
2857	732717	36405
2858	732955	36147
2859	733157	35888
2860	733367	35630
2861	733600	35372
2862	733832	35115
2863	734126	34860
2864	734412	34605
2865	734667	34349
2866	734909	34092
2867	735172	33836
2868	735435	33580
2869	735651	33322
2870	735858	33063
2871	736085	32806
2872	736366	32550
2873	736632	32294
2874	736884	32038
2875	737141	31782
2876	737361	31524
2877	737566	31265
2878	737813	31009
2879	738091	30753
2880	738301	30495
2881	738542	30238
2882	738774	29981
2883	739027	29725
2884	739286	29468
2885	739546	29212
2886	739750	28954
2887	739964	28696
2888	740203	28439
2889	740456	28183
2890	740672	27925
2891	740948	27670
2892	741239	27415
2893	741521	27160
2894	741845	26906
2895	742088	26649
2896	742351	26393
2897	742642	26138
2898	742902	25882
2899	743135	25625
2900	743375	25368
2901	743693	25114
2902	746583	24946
2903	747505	24710
2904	749286	24503
2905	751417	24305
2906	754090	24124
2907	756316	23927
2908	756735	23672
2909	757092	23415
2910	757371	23155
2911	757650	22896
2912	757980	22637
2913	758273	22378
2914	759489	22146
2915	761546	21937
2916	761902	21679
2917	762198	21418
2918	762420	21156
2919	762992	20903
2920	763369	20645
2921	763576	20382
2922	763848	20121
2923	764147	19861
2924	764419	19600
2925	764666	19338
2926	765470	19090
2927	767253	18866
2928	768496	18628
2929	769597	18386
2930	769910	18124
2931	770332	17865
2932	771033	17613
2933	771984	17365
2934	773294	17125
2935	774512	16883
2936	774952	16623
2937	775235	16359
2938	775515	16096
2939	775821	15833
2940	776131	15570
2941	776386	15306
2942	776649	15042
2943	776928	14778
2944	777388	14518
2945	777690	14255
2946	778935	14008
2947	780543	13768
2948	781891	13522
2949	784147	13290
2950	785548	13043
2951	787533	12805
2952	789292	12562
2953	789781	12298
2954	790057	12031
2955	790296	11763
2956	790547	11495
2957	790768	11227
2958	791037	10960
2959	791268	10692
2960	791533	10425
2961	791734	10157
2962	791980	9889
2963	792263	9622
2964	792529	9355
2965	792796	9088
2966	793066	8820
2967	793314	8553
2968	793560	8285
2969	793785	8018
2970	794022	7750
2971	794274	7483
2972	794536	7215
2973	794817	6948
2974	795041	6681
2975	795339	6414
2976	795582	6146
2977	795812	5879
2978	796039	5611
2979	796295	5344
2980	796569	5077
2981	796812	4809
2982	797088	4542
2983	797312	4275
2984	797585	4007
2985	797852	3740
2986	798115	3473
2987	798344	3206
2988	798600	2938
2989	798858	2671
2990	799113	2404
2991	799326	2137
2992	799546	1869
2993	799777	1602
2994	800057	1335
2995	800344	1068
2996	800596	801
2997	800852	534
2998	801089	267
2999	801304	0
