iter	Passed	Remaining
536	142106	651784
537	142384	651580
538	142646	651306
539	142921	651087
540	143199	650882
541	143435	650489
542	143691	650185
543	143922	649768
544	144155	649359
545	144399	649002
546	144656	648707
547	144908	648385
548	145191	648206
549	145390	647649
550	145664	647427
551	145919	647121
552	146183	646854
553	146400	646381
554	146613	645892
555	146891	645688
556	147141	645360
557	147403	645090
558	147632	644672
559	147864	644265
560	148080	643792
561	148350	643554
562	148599	643227
563	148863	642962
564	149103	642597
565	149352	642267
566	149610	641979
567	149822	641492
568	150086	641231
569	150361	641013
570	150585	640583
571	150830	640239
572	151086	639940
573	151316	639537
574	151577	639263
575	151823	638925
576	152077	638621
577	152334	638328
578	152555	637885
579	152784	637478
580	153022	637110
581	153275	636803
582	153537	636536
583	153761	636109
584	154034	635887
585	154247	635416
586	154514	635166
587	154752	634803
588	154975	634375
589	155210	633996
590	155473	633732
591	155716	633387
592	155961	633050
593	156242	632862
594	156484	632512
595	156711	632105
596	156973	631836
597	157233	631561
598	157450	631116
599	157668	630672
600	157909	630323
601	158154	629992
602	158427	629769
603	158711	629592
604	158956	629259
605	159193	628892
606	159459	628644
607	159678	628207
608	159970	628063
609	160253	627877
610	160538	627702
611	160815	627495
612	161039	627083
613	161299	626807
614	161562	626546
615	161795	626171
616	162028	625790
617	162272	625458
618	162555	625273
619	162802	624951
620	163063	624681
621	163315	624378
622	163556	624036
623	163794	623677
624	164030	623316
625	164310	623118
626	164570	622847
627	164803	622475
628	164995	621946
629	165255	621675
630	165483	621282
631	165728	620958
632	165952	620553
633	166196	620221
634	166445	619912
635	166698	619616
636	166954	619331
637	167222	619091
638	167435	618648
639	167684	618337
640	167955	618108
641	168225	617876
642	168483	617596
643	168706	617194
644	168960	616900
645	169242	616713
646	169485	616382
647	169755	616149
648	170006	615846
649	170268	615587
650	170517	615276
651	170781	615024
652	171032	614721
653	171252	614310
654	171510	614034
655	171763	613738
656	172030	613496
657	172299	613258
658	172548	612953
659	172796	612642
660	173024	612259
661	173285	611997
662	173491	611537
663	173719	611158
664	173958	610814
665	174227	610580
666	174512	610401
667	174764	610107
668	174979	609680
669	175215	609331
670	175437	608931
671	175673	608581
672	175914	608251
673	176144	607883
674	176429	607700
675	176716	607528
676	176966	607228
677	177197	606861
678	177482	606680
679	177739	606405
680	178014	606189
681	178260	605878
682	178536	605665
683	178838	605542
684	179064	605159
685	179284	604756
686	179578	604607
687	179823	604289
688	180107	604105
689	180357	603805
690	180607	603506
691	180883	603294
692	181122	602956
693	181406	602771
694	181665	602502
695	181955	602336
696	182211	602057
697	182478	601813
698	182742	601559
699	183023	601361
700	183313	601195
701	183542	600825
702	183791	600525
703	184050	600255
704	184299	599955
705	184538	599619
706	184816	599412
707	185070	599125
708	185312	598802
709	185718	599008
710	186050	598971
711	186330	598769
712	186739	598982
713	187024	598794
714	187288	598536
715	187555	598291
716	187831	598073
717	188082	597778
718	188321	597442
719	188560	597106
720	188767	596672
721	189034	596425
722	189245	596005
723	189536	595835
724	189792	595557
725	189999	595123
726	190272	594895
727	190536	594641
728	190770	594294
729	191026	594012
730	191296	593777
731	191558	593518
732	191808	593220
733	192093	593029
734	192365	592799
735	192599	592453
736	192862	592195
737	193089	591827
738	193322	591477
739	193553	591122
740	193812	590853
741	194044	590503
742	194299	590220
743	194514	589818
744	194753	589489
745	194975	589107
746	195254	588899
747	195489	588560
748	195757	588318
749	195990	587972
750	196220	587616
751	196481	587354
752	196723	587036
753	196967	586723
754	197201	586379
755	197413	585974
756	197637	585601
757	197885	585303
758	198154	585065
759	198378	584694
760	198641	584438
761	198900	584172
762	199140	583851
763	199385	583540
764	199606	583163
765	199810	582735
766	200038	582380
767	200258	582002
768	200507	581705
769	200826	581613
770	201070	581305
771	201323	581020
772	201602	580813
773	201850	580517
774	202125	580295
775	202387	580039
776	202641	579759
777	202835	579305
778	203135	579156
779	203361	578797
780	203597	578468
781	203851	578186
782	204104	577904
783	204336	577562
784	204596	577300
785	204815	576922
786	205047	576581
787	205308	576322
788	205544	575993
789	205779	575661
790	206051	575433
791	206285	575099
792	206564	574891
793	206848	574694
794	207075	574342
795	207306	573998
796	207529	573636
797	207772	573327
798	208007	572997
799	208266	572732
800	208520	572454
801	208754	572122
802	208958	571708
803	209200	571398
804	209462	571143
805	209715	570862
806	210024	570734
807	210246	570371
808	210519	570145
809	210754	569818
810	210975	569450
811	211237	569196
812	211461	568838
813	211696	568511
814	211982	568320
815	212243	568063
816	212500	567794
817	212738	567475
818	212980	567168
819	213214	566839
820	213499	566646
821	213733	566316
822	213957	565961
823	214188	565625
824	214474	565432
825	214750	565214
826	214967	564840
827	215230	564590
828	215481	564307
829	215683	563896
830	215924	563587
831	216143	563219
832	216419	563003
833	216690	562771
834	216969	562561
835	217245	562344
836	217499	562068
837	217780	561863
838	218003	561508
839	218249	561212
840	218487	560897
841	218742	560624
842	218989	560332
843	219228	560018
844	219481	559743
845	219773	559564
846	220024	559283
847	220319	559112
848	220600	558907
849	220865	558659
850	221124	558396
851	221418	558224
852	221632	557847
853	221918	557653
854	222177	557393
855	222411	557069
856	222663	556789
857	222900	556473
858	223114	556097
859	223349	555777
860	223587	555463
861	223835	555173
862	224052	554810
863	224326	554584
864	224632	554440
865	224880	554151
866	225124	553853
867	225385	553596
868	225664	553383
869	225915	553102
870	226179	552854
871	226433	552580
872	226690	552314
873	226943	552039
874	227187	551741
875	227438	551460
876	227690	551182
877	227957	550941
878	228223	550696
879	228456	550371
880	228718	550118
881	228998	549907
882	229220	549557
883	229446	549218
884	229704	548954
885	229977	548728
886	230233	548460
887	230484	548178
888	230738	547906
889	230989	547625
890	231222	547303
891	231446	546960
892	231662	546598
893	231911	546315
894	232133	545967
895	232413	545756
896	232701	545563
897	232948	545276
898	233196	544989
899	233417	544641
900	233650	544319
901	233900	544038
902	234189	543849
903	234468	543635
904	234712	543340
905	234939	543005
906	235207	542765
907	235475	542526
908	235754	542313
909	236025	542079
910	236262	541769
911	236508	541478
912	236749	541178
913	236981	540857
914	237215	540539
915	237434	540188
916	237689	539919
917	237940	539642
918	238185	539351
919	238407	539007
920	238615	538634
921	238900	538433
922	239171	538200
923	239384	537838
924	239615	537514
925	239861	537228
926	240124	536976
927	240377	536705
928	240625	536420
929	240870	536130
930	241113	535836
931	241345	535516
932	241604	535258
933	241843	534954
934	242053	534587
935	242267	534231
936	242520	533958
937	242790	533725
938	243016	533393
939	243250	533081
940	243492	532785
941	243726	532473
942	243969	532178
943	244212	531886
944	244449	531581
945	244723	531354
946	244991	531117
947	245238	530833
948	245448	530468
949	245693	530180
950	245916	529845
951	246175	529587
952	246406	529270
953	246677	529038
954	246936	528780
955	247195	528522
956	247389	528126
957	247637	527845
958	247911	527619
959	248185	527394
960	248445	527139
961	248665	526799
962	248911	526513
963	249159	526233
964	249373	525880
965	249610	525577
966	249888	525360
967	250090	524983
968	250369	524767
969	250585	524421
970	250862	524202
971	251101	523902
972	251379	523685
973	251645	523443
974	251846	523065
975	252106	522811
976	252378	522582
977	252673	522398
978	252967	522213
979	253239	521984
980	253458	521643
981	253706	521364
982	253964	521105
983	254178	520755
984	254440	520505
985	254716	520282
986	254981	520038
987	255218	519736
988	255497	519521
989	255731	519211
990	255924	518821
991	256203	518604
992	256462	518349
993	256738	518125
994	256967	517808
995	257204	517507
996	257477	517278
997	257720	516989
998	257987	516749
999	258249	516498
1000	258451	516129
1001	258680	515812
1002	258924	515526
1003	259227	515355
1004	259449	515027
1005	259740	514833
1006	259959	514497
1007	260210	514225
1008	260464	513959
1009	260720	513696
1010	260962	513407
1011	261188	513084
1012	261446	512826
1013	261725	512611
1014	261999	512382
1015	262240	512091
1016	262517	511870
1017	262792	511644
1018	263047	511380
1019	263265	511045
1020	263524	510788
1021	263791	510548
1022	264056	510303
1023	264297	510011
1024	264550	509743
1025	264802	509473
1026	265047	509190
1027	265293	508910
1028	265514	508580
1029	265757	508293
1030	266026	508057
1031	266326	507879
1032	266566	507586
1033	266824	507327
1034	267096	507095
1035	267360	506849
1036	267658	506666
1037	267925	506424
1038	268186	506172
1039	268391	505814
1040	268625	505511
1041	268851	505193
1042	269106	504929
1043	269344	504634
1044	269617	504404
1045	269855	504107
1046	270117	503858
1047	270365	503582
1048	270598	503277
1049	270816	502945
1050	271065	502670
1051	271298	502366
1052	271555	502107
1053	271821	501863
1054	272076	501601
1055	272321	501318
1056	272601	501102
1057	272888	500896
1058	273098	500551
1059	273361	500303
1060	273600	500011
1061	273836	499713
1062	274088	499444
1063	274322	499142
1064	274529	498793
1065	274771	498507
1066	275007	498209
1067	275232	497892
1068	275482	497621
1069	275735	497355
1070	276052	497203
1071	276368	497050
1072	276704	496933
1073	276969	496688
1074	277220	496417
1075	277463	496134
1076	277757	495939
1077	278063	495768
1078	278312	495494
1079	278571	495237
1080	278799	494927
1081	279064	494681
1082	279299	494383
1083	279561	494131
1084	279837	493906
1085	280166	493773
1086	280515	493676
1087	280755	493386
1088	281007	493117
1089	281278	492883
1090	281543	492636
1091	281798	492373
1092	282052	492108
1093	282308	491846
1094	282590	491629
1095	282933	491519
1096	283234	491335
1097	283501	491092
1098	283759	490834
1099	283993	490533
1100	284252	490277
1101	284548	490083
1102	284801	489816
1103	285072	489581
1104	285321	489306
1105	285558	489011
1106	285815	488752
1107	286097	488535
1108	286351	488269
1109	286581	487963
1110	286826	487682
1111	287117	487479
1112	287373	487217
1113	287661	487010
1114	287865	486660
1115	288115	486388
1116	288350	486090
1117	288601	485821
1118	288826	485507
1119	289066	485218
1120	289277	484882
1121	289512	484584
1122	289762	484314
1123	290073	484144
1124	290366	483943
1125	290662	483749
1126	290923	483496
1127	291200	483268
1128	291418	482944
1129	291694	482716
1130	291968	482483
1131	292242	482252
1132	292545	482067
1133	292829	481851
1134	293035	481508
1135	293277	481222
1136	293514	480930
1137	293741	480620
1138	293942	480269
1139	294177	479974
1140	294476	479782
1141	294738	479531
1142	294962	479217
1143	295214	478949
1144	295416	478601
1145	295742	478451
1146	296027	478238
1147	296329	478051
1148	296565	477756
1149	296818	477491
1150	297062	477210
1151	297300	476920
1152	297597	476723
1153	297857	476468
1154	298150	476265
1155	298395	475987
1156	298627	475687
1157	298907	475464
1158	299172	475216
1159	299418	474939
1160	299635	474616
1161	299908	474381
1162	300207	474188
1163	300690	474285
1164	301034	474161
1165	301332	473966
1166	301571	473676
1167	301841	473436
1168	302069	473130
1169	302341	472893
1170	302595	472628
1171	302852	472366
1172	303108	472104
1173	303370	471852
1174	303650	471627
1175	303900	471356
1176	304148	471081
1177	304389	470796
1178	304675	470580
1179	304969	470376
1180	305213	470096
1181	305516	469905
1182	305747	469604
1183	305958	469274
1184	306210	469006
1185	306458	468731
1186	306735	468502
1187	306956	468186
1188	307192	467892
1189	307446	467628
1190	307697	467358
1191	307979	467136
1192	308205	466829
1193	308463	466570
1194	308714	466300
1195	308902	465936
1196	309125	465625
1197	309377	465356
1198	309630	465090
1199	309912	464868
1200	310136	464559
1201	310392	464297
1202	310624	463999
1203	310834	463670
1204	311101	463425
1205	311380	463197
1206	311662	462974
1207	311899	462685
1208	312138	462398
1209	312382	462119
1210	312667	461900
1211	312916	461629
1212	313184	461385
1213	313398	461063
1214	313694	460859
1215	313925	460561
1216	314206	460336
1217	314474	460093
1218	314710	459803
1219	314942	459505
1220	315168	459201
1221	315438	458959
1222	315682	458681
1223	315921	458395
1224	316156	458103
1225	316432	457872
1226	316700	457627
1227	316952	457360
1228	317186	457069
1229	317462	456835
1230	317684	456526
1231	317926	456244
1232	318145	455931
1233	318392	455657
1234	318647	455395
1235	318885	455107
1236	319145	454853
1237	319408	454602
1238	319665	454343
1239	319895	454045
1240	320136	453763
1241	320363	453461
1242	320609	453186
1243	320897	452970
1244	321155	452713
1245	321434	452485
1246	321723	452270
1247	321967	451992
1248	322229	451740
1249	322477	451469
1250	322691	451149
1251	322899	450821
1252	323134	450531
1253	323384	450262
1254	323663	450034
1255	323907	449756
1256	324108	449420
1257	324366	449163
1258	324602	448873
1259	324862	448619
1260	325068	448290
1261	325309	448009
1262	325550	447728
1263	325797	447455
1264	326009	447135
1265	326268	446879
1266	326506	446594
1267	326766	446340
1268	327002	446053
1269	327246	445777
1270	327539	445567
1271	327810	445327
1272	328062	445062
1273	328323	444808
1274	328577	444546
1275	328832	444284
1276	329080	444014
1277	329339	443757
1278	329612	443521
1279	329865	443256
1280	330110	442982
1281	330373	442731
1282	330619	442458
1283	330840	442151
1284	331083	441873
1285	331352	441631
1286	331630	441401
1287	331911	441174
1288	332175	440924
1289	332442	440679
1290	332670	440382
1291	332940	440140
1292	333172	439848
1293	333411	439567
1294	333670	439311
1295	333948	439080
1296	334176	438783
1297	334423	438512
1298	334660	438227
1299	334904	437951
1300	335140	437666
1301	335395	437405
1302	335615	437099
1303	335868	436835
1304	336125	436577
1305	336346	436271
1306	336578	435981
1307	336808	435687
1308	337048	435408
1309	337274	435110
1310	337546	434871
1311	337813	434625
1312	338073	434371
1313	338312	434091
1314	338540	433795
1315	338799	433539
1316	339053	433278
1317	339291	432995
1318	339544	432732
1319	339784	432453
1320	340073	432236
1321	340348	432000
1322	340593	431726
1323	340868	431491
1324	341106	431209
1325	341348	430933
1326	341631	430708
1327	341896	430460
1328	342117	430156
1329	342414	429948
1330	342687	429710
1331	342910	429410
1332	343159	429142
1333	343404	428868
1334	343634	428578
1335	343848	428266
1336	344077	427974
1337	344347	427732
1338	344591	427458
1339	344877	427236
1340	345111	426949
1341	345345	426663
1342	345613	426419
1343	345821	426100
1344	346062	425824
1345	346314	425559
1346	346554	425281
1347	346767	424969
1348	347049	424743
1349	347329	424514
1350	347570	424236
1351	347794	423939
1352	348027	423652
1353	348303	423417
1354	348591	423197
1355	348862	422957
1356	349141	422726
1357	349343	422401
1358	349610	422156
1359	349865	421896
1360	350150	421672
1361	350425	421437
1362	350714	421217
1363	350977	420967
1364	351242	420719
1365	351542	420512
1366	351795	420250
1367	352059	420000
1368	352344	419775
1369	352989	419980
1370	353422	419931
1371	353776	419787
1372	354050	419548
1373	354322	419306
1374	354601	419074
1375	354882	418843
1376	355126	418569
1377	355378	418304
1378	355604	418008
1379	355906	417803
1380	356200	417587
1381	356416	417280
1382	356630	416971
1383	356882	416707
1384	357108	416411
1385	357398	416191
1386	357664	415942
1387	357894	415652
1388	358181	415428
1389	358417	415145
1390	358696	414912
1391	358947	414645
1392	359226	414413
1393	359457	414123
1394	359757	413914
1395	359978	413613
1396	360209	413325
1397	360505	413111
1398	360765	412855
1399	361028	412604
1400	361260	412316
1401	361561	412108
1402	361843	411877
1403	362171	411699
1404	362446	411460
1405	362682	411177
1406	362941	410921
1407	363193	410655
1408	363430	410374
1409	363675	410101
1410	363967	409882
1411	364543	409982
1412	364917	409853
1413	365280	409713
1414	365783	409729
1415	366096	409531
1416	366407	409331
1417	366657	409063
1418	366919	408809
1419	367174	408545
1420	367401	408252
1421	367681	408018
1422	367985	407809
1423	368263	407571
1424	368542	407336
1425	368812	407090
1426	369096	406859
1427	369372	406619
1428	369618	406348
1429	369838	406046
1430	370099	405790
1431	370303	405471
1432	370533	405182
1433	370778	404909
1434	371031	404644
1435	371277	404371
1436	371600	404183
1437	371943	404016
1438	372232	403790
1439	372532	403576
1440	372810	403338
1441	373040	403049
1442	373238	402724
1443	373491	402460
1444	373763	402215
1445	374017	401952
1446	374267	401684
1447	374544	401445
1448	374820	401205
1449	375044	400909
1450	375288	400635
1451	375525	400354
1452	375808	400120
1453	376091	399888
1454	376387	399669
1455	376629	399393
1456	376901	399148
1457	377136	398864
1458	377357	398566
1459	377583	398272
1460	377826	397997
1461	378108	397764
1462	378373	397511
1463	378605	397225
1464	378858	396961
1465	379085	396669
1466	379368	396435
1467	379590	396139
1468	379830	395861
1469	380107	395621
1470	380358	395355
1471	380624	395104
1472	380911	394875
1473	381167	394614
1474	381429	394358
1475	381681	394093
1476	381961	393857
1477	382179	393557
1478	382436	393296
1479	382717	393060
1480	382956	392782
1481	383182	392490
1482	383470	392261
1483	383720	391994
1484	383972	391729
1485	384177	391415
1486	384404	391125
1487	384646	390849
1488	384861	390548
1489	385097	390266
1490	385334	389986
1491	385548	389683
1492	385805	389423
1493	386063	389164
1494	386328	388912
1495	386603	388670
1496	386843	388393
1497	387101	388135
1498	387351	387868
1499	387603	387603
1500	387861	387344
1501	388104	387070
1502	388339	386789
1503	388593	386526
1504	388813	386230
1505	389065	385965
1506	389301	385685
1507	389590	385456
1508	389852	385202
1509	390113	384946
1510	390422	384737
1511	390651	384451
1512	390930	384212
1513	391175	383940
1514	391452	383700
1515	391709	383441
1516	391901	383118
1517	392170	382870
1518	392452	382634
1519	392711	382376
1520	392957	382106
1521	393357	381985
1522	393711	381820
1523	393999	381589
1524	394209	381284
1525	394449	381008
1526	394735	380776
1527	394957	380482
1528	395198	380207
1529	395431	379924
1530	395696	379672
1531	395930	379390
1532	396173	379116
1533	396460	378886
1534	396737	378645
1535	397007	378398
1536	397285	378158
1537	397521	377877
1538	398352	378162
1539	398700	377988
1540	398962	377732
1541	399261	377511
1542	399468	377203
1543	399740	376957
1544	400032	376730
1545	400357	376533
1546	400810	376456
1547	401103	376228
1548	401347	375955
1549	401612	375701
1550	401861	375433
1551	402110	375164
1552	402310	374851
1553	402555	374578
1554	402767	374275
1555	403054	374043
1556	403302	373773
1557	403598	373549
1558	403837	373271
1559	404092	373008
1560	404342	372741
1561	404598	372479
1562	404877	372238
1563	405141	371984
1564	405440	371761
1565	405696	371499
1566	405971	371255
1567	406241	371006
1568	406448	370699
1569	406702	370435
1570	406936	370153
1571	407174	369875
1572	407417	369602
1573	407672	369339
1574	407913	369064
1575	408159	368794
1576	408390	368509
1577	408612	368217
1578	408843	367933
1579	409124	367694
1580	409387	367439
1581	409621	367157
1582	409842	366864
1583	410051	366561
1584	410297	366290
1585	410557	366033
1586	410823	365780
1587	411061	365503
1588	411355	365275
1589	411802	365183
1590	412107	364964
1591	412405	364740
1592	412621	364443
1593	413231	364493
1594	413647	364372
1595	413902	364109
1596	414186	363871
1597	414409	363581
1598	414657	363311
1599	414909	363045
1600	415173	362790
1601	415437	362535
1602	415663	362247
1603	415902	361970
1604	416174	361722
1605	416474	361498
1606	416722	361228
1607	416955	360946
1608	417170	360649
1609	417436	360395
1610	417728	360164
1611	417986	359903
1612	418252	359650
1613	418502	359383
1614	418745	359109
1615	418953	358806
1616	419184	358523
1617	419472	358288
1618	419775	358067
1619	420001	357779
1620	420269	357527
1621	420531	357270
1622	420763	356988
1623	420956	356672
1624	421218	356415
1625	421455	356137
1626	421686	355854
1627	421911	355567
1628	422191	355324
1629	422451	355066
1630	422670	354773
1631	422929	354514
1632	423197	354262
1633	423467	354012
1634	423728	353755
1635	423985	353494
1636	424278	353263
1637	424542	353008
1638	424780	352730
1639	425037	352469
1640	425273	352191
1641	425496	351902
1642	425736	351627
1643	426026	351394
1644	426271	351123
1645	426532	350865
1646	426750	350572
1647	427035	350334
1648	427285	350068
1649	427514	349784
1650	427742	349499
1651	427986	349228
1652	428261	348982
1653	428503	348709
1654	428761	348449
1655	429006	348179
1656	429264	347919
1657	429533	347668
1658	429803	347418
1659	430062	347159
1660	430351	346924
1661	430594	346651
1662	430862	346400
