iter	Logloss
324	0.1609537351
325	0.1609209004
326	0.1608933547
327	0.1608704784
328	0.1608371383
329	0.1607998457
330	0.1607772624
331	0.1607313346
332	0.1607028623
333	0.1606650281
334	0.1606397502
335	0.1606091951
336	0.1605802563
337	0.1605619006
338	0.1605153779
339	0.1604765742
340	0.1604357386
341	0.160410715
342	0.1603623936
343	0.1603397449
344	0.160308955
345	0.1602743369
346	0.1602406311
347	0.1601934351
348	0.1601664183
349	0.160125497
350	0.1600971959
351	0.1600739433
352	0.1600444249
353	0.1600221588
354	0.1599925047
355	0.1599643553
356	0.1599391638
357	0.1599069539
358	0.15987716
359	0.1598352096
360	0.1598036261
361	0.1597652406
362	0.1597304756
363	0.1596819226
364	0.159659772
365	0.1596342075
366	0.1596183044
367	0.1595787183
368	0.1595510347
369	0.1595233721
370	0.1594837692
371	0.1594590313
372	0.1594285675
373	0.1594101667
374	0.1593830151
375	0.1593552588
376	0.1593326489
377	0.1593110586
378	0.1593012762
379	0.1592556834
380	0.1592238052
381	0.1591990552
382	0.1591795734
383	0.1591611468
384	0.1591440473
385	0.1591181889
386	0.1590819693
387	0.1590456463
388	0.1590206509
389	0.1589945714
390	0.1589811748
391	0.1589633528
392	0.158944868
393	0.1589210334
394	0.1589022047
395	0.158881332
396	0.1588546575
397	0.1588351354
398	0.1588035777
399	0.1587795631
400	0.1587612487
401	0.1587280256
402	0.1587159756
403	0.1586885059
404	0.1586645769
405	0.1586338111
406	0.1586140234
407	0.1586013066
408	0.1585732782
409	0.1585519931
410	0.1585298909
411	0.1585158856
412	0.1584759606
413	0.1584394956
414	0.1584195739
415	0.1583882269
416	0.1583633236
417	0.1583440105
418	0.1583231911
419	0.1582955018
420	0.158279631
421	0.1582635026
422	0.1582396971
423	0.1582033967
424	0.1581655254
425	0.1581173567
426	0.1580680553
427	0.158040316
428	0.1580116822
429	0.1579984188
430	0.1579749863
431	0.1579504534
432	0.1579253079
433	0.157886077
434	0.1578588956
435	0.1578306033
436	0.1578085052
437	0.1577826218
438	0.1577577636
439	0.1577379113
440	0.1577202274
441	0.1576904376
442	0.1576687423
443	0.1576405381
444	0.1576176932
445	0.1575897238
446	0.157573723
447	0.1575461515
448	0.1575176397
449	0.1574976655
450	0.157474999
451	0.1574602688
452	0.1574286046
453	0.157392762
454	0.1573762171
455	0.1573489064
456	0.1573223554
457	0.1573030375
458	0.1572828873
459	0.15726479
460	0.1572461438
461	0.1572265168
462	0.1571950245
463	0.1571783778
464	0.1571530919
465	0.1571333397
466	0.1571168577
467	0.157094469
468	0.1570695713
469	0.1570446599
470	0.1570206033
471	0.1569996386
472	0.1569660039
473	0.1569411821
474	0.1569268523
475	0.1569024857
476	0.1568739109
477	0.1568499319
478	0.1568280961
479	0.1568081647
480	0.1567942822
481	0.1567710652
482	0.1567512549
483	0.1567225428
484	0.1567041436
485	0.1566796842
486	0.1566594106
487	0.1566386985
488	0.1566123405
489	0.1566001741
490	0.1565769693
491	0.1565536264
492	0.156526725
493	0.1565067807
494	0.156483328
495	0.1564641926
496	0.1564428638
497	0.1564239027
498	0.1563802029
499	0.1563656116
500	0.1563512059
501	0.1563120083
502	0.1562915691
503	0.1562619408
504	0.156237764
505	0.1562136986
506	0.1561968792
507	0.1561773288
508	0.1561603165
509	0.1561401259
510	0.156122316
511	0.1561072823
512	0.1560938115
513	0.1560683236
514	0.1560503967
515	0.1560271361
516	0.1560143336
517	0.156002378
518	0.1559816184
519	0.1559665443
520	0.1559506984
521	0.1559291582
522	0.1559084453
523	0.1558942584
524	0.1558799424
525	0.1558524508
526	0.1558222082
527	0.1558032036
528	0.1557836265
529	0.1557650885
530	0.1557414493
531	0.1557255163
532	0.1556984849
533	0.1556686523
534	0.1556488921
535	0.1556346042
536	0.155613851
537	0.1555924019
538	0.1555784047
539	0.155559216
540	0.1555376305
541	0.1555196947
542	0.1554888078
543	0.1554673482
544	0.1554535988
545	0.1554310591
546	0.1554081368
547	0.155383658
548	0.1553567906
549	0.1553449964
550	0.1553272842
551	0.1553106343
552	0.1552899691
553	0.1552791954
554	0.1552631994
555	0.1552449761
556	0.1552284587
557	0.1552054152
558	0.1551904445
559	0.1551700796
560	0.155152486
561	0.1551299706
562	0.155108109
563	0.1550857243
564	0.1550760855
565	0.1550611511
566	0.1550437763
567	0.1550313613
568	0.1550048596
569	0.1549813287
570	0.1549615926
571	0.1549456806
572	0.1549275664
573	0.1549156107
574	0.1548993516
575	0.1548722856
576	0.1548547582
577	0.1548382133
578	0.1548165648
579	0.1548060243
580	0.1547916606
581	0.1547765833
582	0.1547492435
583	0.1547349492
584	0.1547144705
585	0.1547020451
586	0.1546790582
587	0.1546597887
588	0.1546403933
589	0.1546265245
590	0.154607963
591	0.1545918839
592	0.154578296
593	0.1545547156
594	0.154531648
595	0.1545164399
596	0.1544913662
597	0.1544637359
598	0.154444816
599	0.1544309859
600	0.1544172478
601	0.1543996801
602	0.1543832611
603	0.1543600191
604	0.1543458088
605	0.1543180848
606	0.1542809514
607	0.1542697328
608	0.1542509639
609	0.1542097335
610	0.1541958058
611	0.1541779183
612	0.154165978
613	0.1541468991
614	0.1541306246
615	0.1541119154
616	0.1540918015
617	0.1540749175
618	0.1540580223
619	0.1540463468
620	0.1540064363
621	0.1539895652
622	0.1539680581
623	0.1539557142
624	0.1539354865
625	0.1539149722
626	0.1538921701
627	0.1538814214
628	0.1538705297
629	0.1538365366
630	0.1538240465
631	0.1538122249
632	0.1537947839
633	0.153776551
634	0.1537675387
635	0.1537483112
636	0.1537335786
637	0.1537092646
638	0.1536890418
639	0.153675286
640	0.1536479334
641	0.1536281594
642	0.1536093469
643	0.1535836459
644	0.1535672842
645	0.1535436733
646	0.1535351486
647	0.1535128834
648	0.153487683
649	0.1534698618
650	0.1534520042
651	0.1534339013
652	0.1534167606
653	0.1534035004
654	0.1533848171
655	0.1533746778
656	0.1533503048
657	0.1533312154
658	0.1533164594
659	0.1533030555
660	0.153288691
661	0.1532752871
662	0.1532634025
663	0.1532464741
664	0.1532234234
665	0.1532036809
666	0.1531850104
667	0.1531641426
668	0.1531521741
669	0.1531375803
670	0.1531227629
671	0.1531102221
672	0.1530965913
673	0.1530813542
674	0.1530609457
675	0.1530454486
676	0.1530248827
677	0.153012697
678	0.1529927624
679	0.1529756442
680	0.152964005
681	0.1529496381
682	0.1529385543
683	0.1529250834
684	0.1529105389
685	0.1528977115
686	0.1528834107
687	0.1528704549
688	0.1528504791
689	0.1528375321
690	0.1528270627
691	0.1528157343
692	0.1527999377
693	0.1527850638
694	0.1527722808
695	0.1527556938
696	0.1527462238
697	0.1527316954
698	0.1527161232
699	0.1526948994
700	0.1526764444
701	0.1526651337
702	0.1526515491
703	0.1526337892
704	0.1526076596
705	0.1525900684
706	0.1525762375
707	0.1525574403
708	0.1525443876
709	0.1525232364
710	0.1525066996
711	0.1524960945
712	0.1524732972
713	0.1524539939
714	0.1524374061
715	0.1524243494
716	0.152407597
717	0.1523903328
718	0.1523751328
719	0.1523594347
720	0.1523490096
721	0.1523323283
722	0.1523193184
723	0.1523079069
724	0.1522964954
725	0.1522871892
726	0.1522694229
727	0.1522499936
728	0.1522352642
729	0.1522155023
730	0.1521967374
731	0.1521870026
732	0.1521658465
733	0.1521448487
734	0.152127608
735	0.152118008
736	0.1521023284
737	0.1520924273
738	0.1520790727
739	0.1520677597
740	0.1520559332
741	0.1520472285
742	0.152029383
743	0.1520035311
744	0.1519917031
745	0.1519763279
746	0.1519594568
747	0.1519506439
748	0.1519383242
749	0.1519160476
750	0.1519072831
751	0.1518929921
752	0.1518837182
753	0.151861365
754	0.1518478449
755	0.1518383546
756	0.1518270206
757	0.1518138815
758	0.1517982367
759	0.1517809014
760	0.1517668639
761	0.1517503553
762	0.1517305345
763	0.151716287
764	0.1517050636
765	0.1516945619
766	0.1516840625
767	0.1516727527
768	0.1516579814
769	0.1516473505
770	0.1516299797
771	0.1516220039
772	0.1516039381
773	0.1515922981
774	0.1515777044
775	0.1515644709
776	0.1515530263
777	0.1515439187
778	0.1515297915
779	0.1515103937
780	0.1514911202
781	0.1514745083
782	0.1514639662
783	0.1514540021
784	0.1514372699
785	0.1514278499
786	0.1514194132
787	0.1514047153
788	0.1513886249
789	0.151377349
790	0.1513654547
791	0.1513473162
792	0.1513343161
793	0.151322421
794	0.1513139487
795	0.15130369
796	0.151288142
797	0.1512778583
798	0.1512656492
799	0.1512558175
800	0.1512339551
801	0.151217788
802	0.1512099171
803	0.1511925294
804	0.1511745394
805	0.1511578104
806	0.1511420066
807	0.1511331831
808	0.1511191649
809	0.1511050402
810	0.151095776
811	0.1510745836
812	0.1510627418
813	0.1510554999
814	0.1510377069
815	0.1510223099
816	0.151012219
817	0.1509970311
818	0.1509874828
819	0.1509717968
820	0.1509567607
821	0.1509447066
822	0.1509326024
823	0.1509227828
824	0.1509051222
825	0.1508843714
826	0.1508787198
827	0.1508644626
828	0.1508547843
829	0.1508398911
830	0.1508056541
831	0.1507978034
832	0.1507840984
833	0.1507664911
834	0.1507541052
835	0.1507413957
836	0.1507262311
837	0.1507127046
838	0.1506963873
839	0.1506822763
840	0.1506717003
841	0.1506533414
842	0.1506394952
843	0.1506300695
844	0.1506156824
845	0.1506053946
846	0.1505941664
847	0.1505797026
848	0.1505683242
849	0.1505530152
850	0.1505400158
851	0.1505228137
852	0.1505115483
853	0.1504966591
854	0.1504817666
855	0.150468839
856	0.1504615163
857	0.150449798
858	0.1504406872
859	0.150430665
860	0.1504235175
861	0.1504116603
862	0.1504017592
863	0.1503806726
864	0.1503680009
865	0.1503573087
866	0.15033489
867	0.1503242987
868	0.1503059996
869	0.1502828141
870	0.150268846
871	0.1502587906
872	0.1502469077
873	0.1502344895
874	0.1502247757
875	0.1502118433
876	0.1501964164
877	0.1501809726
878	0.150158801
879	0.1501443598
880	0.1501273847
881	0.1501120611
882	0.150102177
883	0.1500941204
884	0.1500770323
885	0.1500633555
886	0.1500507356
887	0.1500426395
888	0.1500176667
889	0.150003261
890	0.1499851266
891	0.1499762515
892	0.1499699161
893	0.1499570563
894	0.1499512214
895	0.1499352908
896	0.1499253405
897	0.1499144198
898	0.1499002361
899	0.1498912318
900	0.1498801497
901	0.1498672746
902	0.1498573799
903	0.1498462631
904	0.1498334679
905	0.1498156063
906	0.1498004571
907	0.1497905035
908	0.1497750581
909	0.1497591001
910	0.1497472873
911	0.1497369535
912	0.1497277022
913	0.1497176679
914	0.14970759
915	0.1496948384
916	0.1496751799
917	0.1496672097
918	0.1496582046
919	0.1496480767
920	0.1496315253
921	0.1496186566
922	0.1496026623
923	0.1495938864
924	0.1495830279
925	0.1495721395
926	0.1495611025
927	0.1495484373
928	0.1495368595
929	0.1495199021
930	0.1495012825
931	0.1494861058
932	0.1494664328
933	0.1494546491
934	0.1494463754
935	0.1494363072
936	0.1494242313
937	0.1494114797
938	0.1493994401
939	0.1493880335
940	0.149379315
941	0.1493707628
942	0.1493599842
943	0.1493518897
944	0.1493422348
945	0.1493277872
946	0.1493169117
947	0.1493026545
948	0.1492950387
949	0.1492838815
950	0.1492751283
951	0.1492659045
952	0.1492563045
953	0.1492410036
954	0.1492288348
955	0.1492180046
956	0.1492107496
957	0.1492018931
958	0.1491916336
959	0.1491783242
960	0.1491646636
961	0.149157998
962	0.1491401687
963	0.1491225356
964	0.1491105097
965	0.1491018696
966	0.1490917626
967	0.149082056
968	0.1490677634
969	0.1490586848
970	0.1490448233
971	0.1490339648
972	0.1490222804
973	0.1490009217
974	0.148994759
975	0.1489790634
976	0.1489621544
977	0.1489488748
978	0.1489397293
979	0.1489262608
980	0.1489199351
981	0.1489070115
982	0.1488934688
983	0.1488819491
984	0.1488712044
985	0.1488522748
986	0.1488435644
987	0.1488264149
988	0.1488166179
989	0.1488076483
990	0.1488015615
991	0.148791658
992	0.1487790646
993	0.148763888
994	0.1487529366
995	0.1487406807
996	0.1487214419
997	0.1487144897
998	0.1487008348
999	0.1486904283
1000	0.1486782959
1001	0.1486668077
1002	0.1486571843
1003	0.1486426398
1004	0.1486341143
1005	0.1486265284
1006	0.1486162559
1007	0.1486063669
1008	0.1485965296
1009	0.1485888064
1010	0.1485817315
1011	0.1485724811
1012	0.1485540221
1013	0.1485416298
1014	0.1485299042
1015	0.1485213205
1016	0.1485071627
1017	0.1484947163
1018	0.1484838844
1019	0.1484734561
1020	0.148460518
1021	0.148449272
1022	0.1484348098
1023	0.1484276809
1024	0.148420011
1025	0.1484117042
1026	0.1483980857
1027	0.1483881248
1028	0.1483774584
1029	0.1483682321
1030	0.1483559681
1031	0.1483433304
1032	0.1483349162
1033	0.1483271923
1034	0.1483137893
1035	0.1483051483
1036	0.1482912536
1037	0.1482736423
1038	0.1482683474
1039	0.1482605444
1040	0.1482543946
1041	0.1482414525
1042	0.1482315796
1043	0.1482227158
1044	0.1482120494
1045	0.1482031897
1046	0.1481947174
1047	0.1481783783
1048	0.1481676288
1049	0.1481571795
1050	0.1481476626
1051	0.148138149
1052	0.1481288654
1053	0.1481144888
1054	0.148107267
1055	0.1480922074
1056	0.1480835866
1057	0.1480741286
1058	0.1480620358
1059	0.1480488773
1060	0.1480385532
1061	0.148032087
1062	0.1480208135
1063	0.148012895
1064	0.1480068607
1065	0.1480009483
1066	0.1479857612
1067	0.1479796728
1068	0.1479662027
1069	0.1479525978
1070	0.1479426112
1071	0.1479322394
1072	0.1479200384
1073	0.1479130766
1074	0.1478985458
1075	0.1478877526
1076	0.1478748622
1077	0.1478654107
1078	0.1478564202
1079	0.1478467007
1080	0.1478366405
1081	0.1478285824
1082	0.1478158429
1083	0.1478060435
1084	0.1477994409
1085	0.1477818578
1086	0.1477729932
1087	0.1477654993
1088	0.1477586602
1089	0.1477462791
1090	0.1477382242
1091	0.1477264179
1092	0.1477167961
1093	0.1477060748
1094	0.1476934371
1095	0.1476821709
1096	0.147672914
1097	0.1476623662
1098	0.1476542282
1099	0.1476474996
1100	0.1476354746
1101	0.147613613
1102	0.147607573
1103	0.1475990418
1104	0.1475904638
1105	0.1475825517
1106	0.1475681129
1107	0.1475561693
1108	0.147542403
1109	0.1475339049
1110	0.1475211759
1111	0.1475093842
1112	0.1474956098
1113	0.1474835533
1114	0.1474786903
1115	0.1474670382
1116	0.1474630616
1117	0.147453372
1118	0.1474431666
1119	0.1474343641
1120	0.1474256085
1121	0.1474174365
1122	0.1474093704
1123	0.147401028
1124	0.147383378
1125	0.1473589444
1126	0.1473492274
1127	0.1473376939
1128	0.1473301468
1129	0.147318904
1130	0.1473083167
1131	0.1472979417
1132	0.1472884151
1133	0.147278279
1134	0.1472715609
1135	0.1472594745
1136	0.147248666
1137	0.1472411278
1138	0.147232955
1139	0.1472247427
1140	0.1472151427
1141	0.1472080113
1142	0.1472003003
1143	0.1471953905
1144	0.1471883406
1145	0.1471778131
1146	0.1471690914
1147	0.1471586744
1148	0.1471402905
1149	0.1471300907
1150	0.1471225355
1151	0.1471169371
1152	0.1471076665
1153	0.1470902828
1154	0.1470774675
1155	0.1470668931
1156	0.1470613545
1157	0.1470547639
1158	0.1470478658
1159	0.1470369242
1160	0.1470331954
1161	0.1470228519
1162	0.1470142262
1163	0.1470040442
1164	0.1469951844
1165	0.1469842379
1166	0.1469738451
1167	0.1469648546
1168	0.146955282
1169	0.1469454406
1170	0.1469377337
1171	0.1469292913
1172	0.1469172444
1173	0.1469078769
1174	0.146900785
1175	0.1468867273
1176	0.1468804452
1177	0.146873028
1178	0.1468587725
1179	0.1468464043
1180	0.1468376366
1181	0.1468261315
1182	0.1468189008
1183	0.1468119325
1184	0.146806083
1185	0.1467989104
1186	0.1467884854
1187	0.1467822275
1188	0.146776173
1189	0.1467682521
1190	0.1467535106
1191	0.1467466133
1192	0.1467379125
1193	0.1467275069
1194	0.1467181934
1195	0.1467116126
1196	0.1467049494
1197	0.1466951565
1198	0.1466791613
1199	0.1466693885
1200	0.146661508
1201	0.1466501675
1202	0.1466450672
1203	0.1466376323
1204	0.1466246627
1205	0.1466100286
1206	0.1466019923
1207	0.1465898074
1208	0.1465818655
1209	0.1465591829
1210	0.1465488612
1211	0.1465399667
1212	0.1465292785
1213	0.146523027
1214	0.1465096966
1215	0.1464996139
1216	0.1464892122
1217	0.1464776328
1218	0.1464686762
1219	0.1464596517
1220	0.1464499799
1221	0.1464413163
1222	0.1464313732
1223	0.1464244299
1224	0.146415797
1225	0.146405887
1226	0.1463962506
1227	0.146389124
1228	0.1463803733
1229	0.1463684402
1230	0.1463623397
1231	0.1463561343
1232	0.1463410182
1233	0.146332525
1234	0.1463241213
1235	0.1463165863
1236	0.1463100991
1237	0.1463008115
1238	0.1462953907
1239	0.1462836054
1240	0.1462762698
1241	0.1462704914
1242	0.1462580716
1243	0.1462517935
1244	0.146233207
1245	0.1462234326
1246	0.1462134426
1247	0.1462033736
1248	0.1461961155
1249	0.1461885853
1250	0.1461831661
1251	0.1461727524
1252	0.1461667859
1253	0.1461579084
1254	0.146144875
1255	0.1461381174
1256	0.1461316076
1257	0.1461229892
1258	0.1461070239
1259	0.1460993396
1260	0.146092724
1261	0.1460801767
1262	0.1460742998
1263	0.1460571736
1264	0.1460513823
1265	0.1460413609
1266	0.1460313483
1267	0.1460152329
1268	0.1460018315
1269	0.1459917277
1270	0.1459814278
1271	0.1459729022
1272	0.1459675783
1273	0.1459605333
1274	0.1459550229
1275	0.1459487173
1276	0.1459383464
1277	0.1459202054
1278	0.1459132791
1279	0.1459008165
1280	0.1458948839
1281	0.1458820476
1282	0.1458739822
1283	0.1458607018
1284	0.1458492257
1285	0.1458362384
1286	0.145826171
1287	0.1458132451
1288	0.1458039357
1289	0.1457947708
1290	0.1457854114
1291	0.1457736656
1292	0.1457631405
1293	0.1457557056
1294	0.1457474432
1295	0.1457374589
1296	0.1457303913
1297	0.1457208938
1298	0.1457133951
1299	0.145707406
1300	0.145699456
1301	0.1456807718
1302	0.1456754519
1303	0.1456644844
1304	0.145655112
1305	0.1456462289
1306	0.1456396835
1307	0.1456310813
1308	0.1456215653
1309	0.1456149852
1310	0.1456043269
1311	0.145596096
1312	0.1455881105
1313	0.1455826195
1314	0.1455759878
1315	0.1455662037
1316	0.1455573795
1317	0.1455508051
1318	0.1455407603
1319	0.1455328959
1320	0.1455219615
1321	0.1455160386
1322	0.1455089952
1323	0.1454964979
1324	0.145487781
1325	0.1454800611
1326	0.1454692163
1327	0.1454581882
1328	0.1454521394
1329	0.1454443492
1330	0.1454373494
1331	0.1454297305
1332	0.1454212364
1333	0.1454050023
1334	0.145396706
1335	0.1453903827
1336	0.1453843557
1337	0.1453720715
1338	0.1453640021
1339	0.1453505029
1340	0.145338071
1341	0.145327415
1342	0.1453133016
1343	0.1453064382
1344	0.1452975365
1345	0.1452843554
1346	0.1452762779
1347	0.1452699465
1348	0.1452564062
1349	0.1452470742
1350	0.1452347021
1351	0.1452279105
1352	0.1452180506
1353	0.1452102911
1354	0.1451993608
1355	0.1451875036
1356	0.1451793139
1357	0.145174392
1358	0.1451651391
1359	0.1451491593
1360	0.1451417897
1361	0.1451330761
1362	0.1451246716
1363	0.1451175023
1364	0.1451092084
1365	0.145098073
1366	0.1450865953
1367	0.1450805069
1368	0.1450714139
1369	0.1450597489
1370	0.1450499794
1371	0.1450413699
1372	0.1450311603
1373	0.1450242001
1374	0.1450105799
1375	0.144998156
1376	0.1449908689
1377	0.1449838949
1378	0.1449749544
1379	0.1449678303
1380	0.1449587445
1381	0.1449535481
1382	0.1449485802
1383	0.1449372631
1384	0.1449317035
1385	0.1449207723
1386	0.1449152078
1387	0.1449071868
1388	0.1448943763
1389	0.1448887085
1390	0.1448812041
1391	0.1448746031
1392	0.1448687593
1393	0.1448602176
1394	0.1448476372
1395	0.1448421639
1396	0.1448315798
1397	0.1448226329
1398	0.1448147459
1399	0.1448074176
1400	0.1448010854
1401	0.1447946967
1402	0.144785845
1403	0.1447743842
1404	0.1447665529
1405	0.1447592334
1406	0.1447515717
1407	0.1447407042
1408	0.1447337391
1409	0.144724475
1410	0.1447129262
1411	0.1447027207
1412	0.1446954166
1413	0.1446911243
1414	0.1446840301
1415	0.1446774468
1416	0.144668307
1417	0.1446529786
1418	0.1446457713
1419	0.144640277
1420	0.1446344712
1421	0.1446284159
1422	0.1446195376
1423	0.1446133168
1424	0.1446064695
1425	0.1445906051
1426	0.1445814564
1427	0.1445742515
1428	0.1445554413
1429	0.1445488185
1430	0.1445405925
1431	0.1445347204
1432	0.1445286522
1433	0.1445229731
1434	0.1445152193
1435	0.1445023958
1436	0.1444937452
1437	0.1444857371
1438	0.1444784805
1439	0.144466227
1440	0.1444608765
1441	0.1444535118
1442	0.1444474516
1443	0.1444422528
1444	0.1444289693
1445	0.144422499
1446	0.144416124
1447	0.1444101123
1448	0.1444051436
1449	0.1443987315
1450	0.1443916953
1451	0.1443811839
1452	0.1443696336
1453	0.1443587427
1454	0.1443517429
1455	0.1443454261
1456	0.1443390592
1457	0.144333284
1458	0.1443260791
1459	0.1443194119
1460	0.1443107556
1461	0.144303696
1462	0.1442959915
1463	0.1442889642
1464	0.1442823745
1465	0.144277137
1466	0.1442692556
1467	0.1442636919
1468	0.1442570764
1469	0.1442514796
1470	0.1442456269
1471	0.1442360592
1472	0.1442292952
1473	0.1442205767
1474	0.1442128624
1475	0.1442056794
1476	0.1441957355
1477	0.1441882933
1478	0.1441794214
1479	0.1441727292
1480	0.1441663857
1481	0.1441571207
1482	0.1441468248
1483	0.1441386496
1484	0.144126066
1485	0.1441193883
1486	0.1441122472
1487	0.1441041027
1488	0.1440994859
1489	0.1440937826
1490	0.1440872462
1491	0.1440810972
1492	0.1440708126
1493	0.1440602552
1494	0.1440525273
1495	0.1440425042
1496	0.1440374322
1497	0.1440287347
1498	0.1440195133
1499	0.1440146479
1500	0.1440070685
1501	0.1439970632
1502	0.1439911887
1503	0.1439839015
1504	0.1439773804
1505	0.1439709376
1506	0.1439651172
1507	0.1439529775
1508	0.1439461222
1509	0.1439386953
1510	0.1439272128
1511	0.1439185476
